1525870153.9;{"value":"Result [2,4,8,11,22,44,73,88,146,193,292,386,584,772,803,1544,1606,2123,3212,4246,6424,8492,14089,16984,28178,56356,112712,154979,309958,619916]"}
1525870154.04;{"value":"Result [2,3,6,7,14,21,42,49,98,147,294,14197,28394,42591,85182,99379,198758,298137,596274,695653,1391306,2086959]"}
1525870154.08;{"value":"Result [2,4,11,22,44,11743,23486,46972,129173,258346]"}
1525870154.14;{"value":"Result [11,197,1163,2167,12793,229111]"}
1525870154.16;{"value":"Result [2,4,13,26,52,17053,34106,68212,221689,443378]"}
1525870154.41;{"value":"Result [2,4,5,8,10,11,20,22,40,44,55,88,110,220,440,22159,44318,88636,110795,177272,221590,243749,443180,487498,886360,974996,1218745,1949992,2437490,4874980]"}
1525870154.45;{"value":"Result [2,5,10,11,22,55,110,87223,174446,436115,872230,959453,1918906,4797265]"}
1525870154.49;{"value":"Result [2,4,31,59,62,118,124,236,599,1198,1829,2396,3658,7316,18569,35341,37138,70682,74276,141364,1095571,2191142]"}
1525870154.51;{"value":"Result []"}
1525870154.6;{"value":"Result []"}
1525870154.63;{"value":"Result [5,97,485,6829,34145,662413]"}
1525870154.74;{"value":"Result [5,7,35,195389,976945,1367723]"}
1525870154.85;{"value":"Result [2,3,6,139,278,417,834,3709,7418,11127,22254,515551,1031102,1546653]"}
1525870154.85;{"value":"Result [3,11,19,33,57,209,627,2791,8373,30701,53029,92103,159087,583319]"}
1525870154.91;{"value":"Result [131,12577]"}
1525870154.94;{"value":"Result [5,13,25,65,325,17581,87905,228553,439525,1142765]"}
1525870155.07;{"value":"Result [2,4,8,37,74,148,296,27697,55394,110788,221576,1024789,2049578,4099156]"}
1525870155.11;{"value":"Result [379,1823]"}
1525870155.19;{"value":"Result [17,351919]"}
1525870155.29;{"value":"Result [5,7,23,35,115,161,805,7621,38105,53347,175283,266735,876415,1226981]"}
1525870155.32;{"value":"Result [2,17,34,197,394,947,1894,3349,6698,16099,32198,186559,373118,3171503]"}
1525870155.37;{"value":"Result [47,13421]"}
1525870155.37;{"value":"Result [2,3,4,6,12,248407,496814,745221,993628,1490442]"}
1525870155.52;{"value":"Result [2,3,6,13,19,26,29,38,39,57,58,78,87,97,114,174,194,247,291,377,494,551,582,741,754,1102,1131,1261,1482,1653,1843,2262,2522,2813,3306,3686,3783,5529,5626,7163,7566,8439,11058,14326,16878,21489,23959,36569,42978,47918,53447,71877,73138,106894,109707,143754,160341,219414,320682,694811,1389622,2084433]"}
1525870155.66;{"value":"Result [2,3,6,9,11,18,22,29,33,58,66,87,99,174,198,261,319,522,638,881,957,1762,1914,2643,2871,5286,5742,7929,9691,15858,19382,25549,29073,51098,58146,76647,87219,153294,174438,229941,281039,459882,562078,843117,1686234,2529351]"}
1525870155.97;{"value":"Result []"}
1525870156.01;{"value":"Result [2,4,5,8,10,20,40,103,206,412,515,824,1030,2060,2371,4120,4742,9484,11855,18968,23710,47420,94840,244213,488426,976852,1221065,1953704,2442130,4884260]"}
1525870156.03;{"value":"Result [2,462103]"}
1525870156.06;{"value":"Result [5,41,97,205,337,485,1685,3977,13817,19885,32689,69085,163445,1340249]"}
1525870156.1;{"value":"Result [2,3,5,6,10,15,17,30,34,51,85,102,170,255,510,2053,4106,6159,10265,12318,20530,30795,34901,61590,69802,104703,174505,209406,349010,523515]"}
1525870156.12;{"value":"Result [2,3,4,5,6,10,12,15,20,30,60,152533,305066,457599,610132,762665,915198,1525330,1830396,2287995,3050660,4575990]"}
1525870156.21;{"value":"Result [2,3,6,504149,1008298,1512447]"}
1525870156.38;{"value":"Result [5,257,1285,3919,19595,1007183]"}
1525870156.49;{"value":"Result [3,11,33,79,237,869,2381,2607,7143,26191,78573,188099,564297,2069089]"}
1525870156.52;{"value":"Result [5,25,104473,522365]"}
1525870156.67;{"value":"Result [2,4,7,14,28,31,62,124,217,434,868,8089,16178,32356,56623,113246,226492,250759,501518,1003036,1755313,3510626]"}
1525870156.68;{"value":"Result [2,3,6,1332973,2665946,3998919]"}
1525870156.88;{"value":"Result [2,4,5,10,20,103,206,412,515,1030,2060,2749,5498,10996,13745,27490,54980,283147,566294,1132588,1415735,2831470]"}
1525870157.03;{"value":"Result [2,13,26,228773,457546,2974049]"}
1525870157.1;{"value":"Result [2,4,1033,2066,2179,4132,4358,8716,2250907,4501814]"}
1525870157.24;{"value":"Result [5,163,815,7481,37405,1219403]"}
1525870157.3;{"value":"Result [2,4664507]"}
1525870157.41;{"value":"Result [3,17,51,94007,282021,1598119]"}
1525870157.65;{"value":"Result [277,22367]"}
1525870157.66;{"value":"Result [2,3,6,347,694,1041,2082,4639,9278,13917,27834,1609733,3219466,4829199]"}
1525870157.81;{"value":"Result [5,568709]"}
1525870157.82;{"value":"Result [2,4,1630021,3260042]"}
1525870157.97;{"value":"Result [2,4,5,8,10,11,17,20,22,31,34,40,41,44,55,62,68,82,85,88,110,124,136,155,164,170,187,205,220,248,310,328,340,341,374,410,440,451,527,620,680,682,697,748,820,902,935,1054,1240,1271,1364,1394,1496,1640,1705,1804,1870,2108,2255,2542,2635,2728,2788,3410,3485,3608,3740,4216,4510,5084,5270,5576,5797,6355,6820,6970,7480,7667,9020,10168,10540,11594,12710,13640,13940,13981,15334,18040,21080,21607,23188,25420,27880,27962,28985,30668,38335,43214,46376,50840,55924,57970,61336,69905,76670,86428,108035,111848,115940,139810,153340,172856,216070,231880,237677,279620,306680,432140,475354,559240,864280,950708,1188385,1901416,2376770,4753540]"}
1525870158.15;{"value":"Result [2,4,7,14,28,89,178,356,623,937,1246,1874,2492,3748,6559,13118,26236,83393,166786,333572,583751,1167502]"}
1525870158.15;{"value":"Result [67,5881]"}
1525870158.18;{"value":"Result [5,25,167,835,1493,4175,7465,37325,249331,1246655]"}
1525870158.29;{"value":"Result []"}
1525870158.31;{"value":"Result [3,5,9,15,17,27,45,51,85,135,153,255,459,765,2295,4229,12687,21145,38061,63435,71893,114183,190305,215679,359465,570915,647037,1078395,1941111,3235185]"}
1525870158.32;{"value":"Result []"}
1525870158.32;{"value":"Result []"}
1525870158.37;{"value":"Result []"}
1525870158.38;{"value":"Result []"}
1525870158.53;{"value":"Result [3,13,39,169,507,4933,14799,64129,192387,833677]"}
1525870158.65;{"value":"Result [5,7,35,121189,605945,848323]"}
1525870158.7;{"value":"Result [2,3,6,9,18,298847,597694,896541,1793082,2689623]"}
1525870158.72;{"value":"Result [73,37571]"}
1525870158.76;{"value":"Result [2,652903]"}
1525870158.89;{"value":"Result [2,4845241]"}
1525870159.0;{"value":"Result [887,6991]"}
1525870159.05;{"value":"Result [2,3,4,6,7,8,12,14,21,24,28,42,56,84,168,27337,54674,82011,109348,164022,191359,218696,328044,382718,574077,656088,765436,1148154,1530872,2296308]"}
1525870159.2;{"value":"Result [2,1730119]"}
1525870159.26;{"value":"Result [5,25,32353,161765]"}
1525870159.29;{"value":"Result [3,53,159,40819,122457,2163407]"}
1525870159.37;{"value":"Result [2,3,6,7,14,21,42,49,98,147,294,28387,56774,85161,170322,198709,397418,596127,1192254,1390963,2781926,4172889]"}
1525870159.55;{"value":"Result [2,409,818,3167,6334,1295303]"}
1525870159.6;{"value":"Result [11,882391]"}
1525870159.63;{"value":"Result []"}
1525870159.7;{"value":"Result [31,75407]"}
1525870159.85;{"value":"Result [2,3,4,6,8,12,16,24,48,157007,314014,471021,628028,942042,1256056,1884084,2512112,3768168]"}
1525870160.01;{"value":"Result [2,17,34,186113,372226,3163921]"}
1525870160.08;{"value":"Result [3,211,633,8431,25293,1778941]"}
1525870160.18;{"value":"Result [3,9,27,81,113983,341949,1025847,3077541]"}
1525870160.2;{"value":"Result [5,1200839]"}
1525870160.42;{"value":"Result [7,550973]"}
1525870160.46;{"value":"Result [11,83,121,811,913,8921,10043,67313,98131,740443]"}
1525870160.6;{"value":"Result [2,5,10,13,26,65,113,130,181,226,362,565,905,1130,1469,1810,2353,2938,4706,7345,11765,14690,20453,23530,40906,102265,204530,265889,531778,1329445]"}
1525870160.77;{"value":"Result [2,3,6,29,58,87,127,174,254,373,381,746,762,1119,2238,3683,7366,10817,11049,21634,22098,32451,47371,64902,94742,142113,284226,1373759,2747518,4121277]"}
1525870160.79;{"value":"Result [3,5,9,15,45,220919,662757,1104595,1988271,3313785]"}
1525870160.81;{"value":"Result [3,5,15,9041,27123,45205]"}
1525870160.81;{"value":"Result [2,3,4,6,7,9,12,14,18,21,27,28,36,42,54,63,84,108,126,189,252,378,756,6091,12182,18273,24364,36546,42637,54819,73092,85274,109638,127911,164457,170548,219276,255822,328914,383733,511644,657828,767466,1151199,1534932,2302398]"}
1525870160.86;{"value":"Result [1951,2459]"}
1525870160.96;{"value":"Result [11,292427]"}
1525870161.08;{"value":"Result [2,4,263,526,1052,3253,6506,13012,855539,1711078]"}
1525870161.18;{"value":"Result [457,13903]"}
1525870161.22;{"value":"Result []"}
1525870161.42;{"value":"Result [2,823,1646,4483,8966,3689509]"}
1525870161.49;{"value":"Result [3,2279653]"}
1525870161.54;{"value":"Result []"}
1525870161.58;{"value":"Result [7,373,983,2611,6881,366659]"}
1525870161.65;{"value":"Result [2,4,8,16,17,31,34,62,68,124,136,223,248,272,446,496,527,892,1054,1784,2108,3568,3791,4216,6913,7582,8432,13826,15164,27652,30328,55304,60656,110608,117521,235042,470084,940168]"}
1525870161.68;{"value":"Result [2,4,1796581,3593162]"}
1525870161.71;{"value":"Result [3,9,19,57,171,20563,61689,185067,390697,1172091]"}
1525870161.79;{"value":"Result [2,4,29,58,116,28163,56326,112652,816727,1633454]"}
1525870161.97;{"value":"Result []"}
1525870161.98;{"value":"Result [3,43,129,44621,133863,1918703]"}
