platform;device;work_size_x;work_size_y;ms_exec1;ms_overhead1;ms_exec2;ms_overhead2;ms_exec3;ms_overhead3;ms_exec4;ms_overhead4;ms_exec5;ms_overhead5
0;2;1;56;1.61064e+07;1000;1.61019e+07;1000;1.61037e+07;1000;1.61002e+07;1000;1.61027e+07;1000
0;2;1;57;1.52242e+07;1000;1.5217e+07;1000;1.52157e+07;1000;1.52181e+07;1000;1.52141e+07;1000
0;2;1;58;1.52152e+07;1000;1.52112e+07;1000;1.52125e+07;1000;1.52232e+07;1000;1.52109e+07;1000
0;2;1;59;1.52181e+07;1000;1.52294e+07;1000;1.52189e+07;1000;1.52179e+07;1000;1.52144e+07;1000
0;2;1;60;1.52117e+07;1000;1.5212e+07;1000;1.52109e+07;1000;1.52122e+07;1000;1.5211e+07;1000
0;2;1;61;1.43272e+07;1000;1.4327e+07;1000;1.43267e+07;1000;1.43246e+07;1000;1.4327e+07;1000
0;2;1;62;1.43245e+07;1000;1.43254e+07;1000;1.43256e+07;1000;1.43288e+07;1000;1.43274e+07;1000
0;2;1;63;1.43253e+07;1000;1.43197e+07;1000;1.43234e+07;1000;1.43266e+07;1000;1.43227e+07;1000
0;2;1;64;1.43312e+07;1000;1.43262e+07;1000;1.43293e+07;1000;1.43309e+07;1000;1.43326e+07;1000
0;2;1;65;2.67387e+07;1000;2.67392e+07;1000;2.67382e+07;1000;2.67373e+07;1000;2.67373e+07;1000
0;2;1;66;2.67467e+07;1000;2.67402e+07;1000;2.67424e+07;1000;2.67458e+07;1000;2.67437e+07;1000
0;2;1;67;2.67443e+07;1000;2.67499e+07;1000;2.67437e+07;1000;2.67533e+07;1000;2.67466e+07;1000
0;2;1;68;2.67542e+07;1000;2.67472e+07;1000;2.67438e+07;1000;2.67466e+07;1000;2.67445e+07;1000
0;2;1;69;2.49733e+07;1000;2.49802e+07;1000;2.4971e+07;1000;2.4967e+07;1000;2.49768e+07;1000
0;2;1;70;2.49635e+07;1000;2.49718e+07;1000;2.49658e+07;1000;2.49669e+07;1000;2.49675e+07;1000
0;2;1;71;2.49733e+07;1000;2.4976e+07;1000;2.49757e+07;1000;2.49694e+07;1000;2.49728e+07;1000
0;2;1;72;2.49672e+07;1000;2.49686e+07;1000;2.49726e+07;1000;2.4963e+07;1000;2.49677e+07;1000
0;2;1;73;2.49701e+07;1000;2.49758e+07;1000;2.49704e+07;1000;2.49757e+07;1000;2.49794e+07;1000
0;2;1;74;2.31944e+07;1000;2.31968e+07;1000;2.3192e+07;1000;2.32099e+07;1000;2.32054e+07;1000
0;2;1;75;2.31917e+07;1000;2.31934e+07;1000;2.31966e+07;1000;2.31947e+07;1000;2.31992e+07;1000
0;2;1;76;2.3197e+07;1000;2.31942e+07;1000;2.31893e+07;1000;2.3193e+07;1000;2.3199e+07;1000
0;2;1;77;2.31963e+07;1000;2.32003e+07;1000;2.32006e+07;1000;2.31914e+07;1000;2.31904e+07;1000
0;2;1;78;2.31907e+07;1000;2.31917e+07;1000;2.31918e+07;1000;2.31931e+07;1000;2.31896e+07;1000
0;2;1;79;2.14133e+07;1000;2.14128e+07;1000;2.1428e+07;1000;2.14149e+07;1000;2.14173e+07;1000
0;2;1;80;2.14171e+07;1000;2.14139e+07;1000;2.14162e+07;1000;2.14157e+07;1000;2.14181e+07;1000
0;2;1;81;2.14163e+07;1000;2.14282e+07;1000;2.14157e+07;1000;2.14246e+07;1000;2.14219e+07;1000
0;2;1;82;2.14213e+07;1000;2.14213e+07;1000;2.14234e+07;1000;2.14216e+07;1000;2.14237e+07;1000
0;2;1;83;2.14254e+07;1000;2.14269e+07;1000;2.14202e+07;1000;2.14194e+07;1000;2.14174e+07;1000
0;2;1;84;2.14206e+07;1000;2.142e+07;1000;2.14195e+07;1000;2.14142e+07;1000;2.14197e+07;1000
0;2;1;85;2.14134e+07;1000;2.14219e+07;1000;2.1423e+07;1000;2.14173e+07;1000;2.14136e+07;1000
0;2;1;86;1.96453e+07;1000;1.96373e+07;1000;1.96454e+07;1000;1.96371e+07;1000;1.96453e+07;1000
0;2;1;87;1.96438e+07;1000;1.9639e+07;1000;1.96438e+07;1000;1.96451e+07;1000;1.96597e+07;1000
0;2;1;88;1.96573e+07;1000;1.96525e+07;1000;1.96397e+07;1000;1.96381e+07;1000;1.96427e+07;1000
0;2;1;89;1.9644e+07;1000;1.96397e+07;1000;1.96496e+07;1000;1.96451e+07;1000;1.96406e+07;1000
0;2;1;90;1.96435e+07;1000;1.96483e+07;1000;1.96448e+07;1000;1.96427e+07;1000;1.96456e+07;1000
0;2;1;91;1.96443e+07;1000;1.96424e+07;1000;1.96493e+07;1000;1.96413e+07;1000;1.96509e+07;1000
0;2;1;92;1.96397e+07;1000;1.96395e+07;1000;1.96416e+07;1000;1.96514e+07;1000;1.96387e+07;1000
0;2;1;93;1.96429e+07;1000;1.9643e+07;1000;1.96418e+07;1000;1.96406e+07;1000;1.96456e+07;1000
0;2;1;94;1.78658e+07;1000;1.78722e+07;1000;1.7863e+07;1000;1.78667e+07;1000;1.78643e+07;1000
0;2;1;95;1.78698e+07;1000;1.78714e+07;1000;1.78622e+07;1000;1.78656e+07;1000;1.78688e+07;1000
0;2;1;96;1.7868e+07;1000;1.78698e+07;1000;1.78701e+07;1000;1.78702e+07;1000;1.78701e+07;1000
0;2;1;97;1.78619e+07;1000;1.78694e+07;1000;1.78666e+07;1000;1.78629e+07;1000;1.7865e+07;1000
0;2;1;98;1.78667e+07;1000;1.78685e+07;1000;1.78725e+07;1000;1.78678e+07;1000;1.78699e+07;1000
0;2;1;99;1.78686e+07;1000;1.78698e+07;1000;1.78688e+07;1000;1.78685e+07;1000;1.7873e+07;1000
0;2;1;100;1.78642e+07;1000;1.78683e+07;1000;1.78637e+07;1000;1.78682e+07;1000;1.78688e+07;1000
0;2;1;101;1.78661e+07;1000;1.78661e+07;1000;1.78677e+07;1000;1.7867e+07;1000;1.78634e+07;1000
0;2;1;102;1.78709e+07;1000;1.78693e+07;1000;1.78675e+07;1000;1.78742e+07;1000;1.7868e+07;1000
0;2;1;103;1.60869e+07;1000;1.60949e+07;1000;1.60947e+07;1000;1.60893e+07;1000;1.60902e+07;1000
0;2;1;104;1.60869e+07;1000;1.60826e+07;1000;1.60931e+07;1000;1.60834e+07;1000;1.60917e+07;1000
0;2;1;105;1.60848e+07;1000;1.60858e+07;1000;1.60926e+07;1000;1.60891e+07;1000;1.60917e+07;1000
0;2;1;106;1.60882e+07;1000;1.60883e+07;1000;1.60856e+07;1000;1.60842e+07;1000;1.60851e+07;1000
0;2;1;107;1.60851e+07;1000;1.60858e+07;1000;1.60891e+07;1000;1.60982e+07;1000;1.60939e+07;1000
0;2;1;108;1.60931e+07;1000;1.60899e+07;1000;1.6092e+07;1000;1.6088e+07;1000;1.60888e+07;1000
0;2;1;109;1.60875e+07;1000;1.60888e+07;1000;1.60877e+07;1000;1.6088e+07;1000;1.60906e+07;1000
0;2;1;110;1.60933e+07;1000;1.60875e+07;1000;1.60869e+07;1000;1.60856e+07;1000;1.60866e+07;1000
0;2;1;111;1.60915e+07;1000;1.6083e+07;1000;1.6085e+07;1000;1.60906e+07;1000;1.60877e+07;1000
0;2;1;112;1.60904e+07;1000;1.60922e+07;1000;1.60926e+07;1000;1.60875e+07;1000;1.60894e+07;1000
0;2;1;113;1.60874e+07;1000;1.60862e+07;1000;1.60915e+07;1000;1.60966e+07;1000;1.60965e+07;1000
0;2;1;114;1.43205e+07;1000;1.43157e+07;1000;1.4317e+07;1000;1.43179e+07;1000;1.43123e+07;1000
0;2;1;115;1.43128e+07;1000;1.43198e+07;1000;1.43163e+07;1000;1.43146e+07;1000;1.43157e+07;1000
0;2;1;116;1.43214e+07;1000;1.4321e+07;1000;1.4319e+07;1000;1.43086e+07;1000;1.43102e+07;1000
0;2;1;117;1.43144e+07;1000;1.43163e+07;1000;1.43208e+07;1000;1.43149e+07;1000;1.43138e+07;1000
0;2;1;118;1.43173e+07;1000;1.4321e+07;1000;1.43187e+07;1000;1.4316e+07;1000;1.43205e+07;1000
0;2;1;119;1.43134e+07;1000;1.43118e+07;1000;1.4321e+07;1000;1.4325e+07;1000;1.43198e+07;1000
0;2;1;120;1.43288e+07;1000;1.43333e+07;1000;1.43149e+07;1000;1.43152e+07;1000;1.43227e+07;1000
0;2;1;121;1.43142e+07;1000;1.43163e+07;1000;1.43157e+07;1000;1.43192e+07;1000;1.43117e+07;1000
0;2;1;122;1.43253e+07;1000;1.43213e+07;1000;1.43131e+07;1000;1.43178e+07;1000;1.43163e+07;1000
0;2;1;123;1.43194e+07;1000;1.57346e+07;1000;1.43118e+07;1000;1.43107e+07;1000;1.43075e+07;1000
0;2;1;124;1.43176e+07;1000;1.43144e+07;1000;1.43179e+07;1000;1.43144e+07;1000;1.43165e+07;1000
0;2;1;125;1.43144e+07;1000;1.43197e+07;1000;1.43118e+07;1000;1.43235e+07;1000;1.43139e+07;1000
0;2;1;126;1.43173e+07;1000;1.43181e+07;1000;1.43181e+07;1000;1.43206e+07;1000;1.43131e+07;1000
0;2;1;127;1.43163e+07;1000;1.4321e+07;1000;1.57576e+07;1000;1.43219e+07;1000;1.43139e+07;1000
0;2;2;1;4.54667e+08;1000;4.5467e+08;1000;4.5467e+08;1000;4.54669e+08;1000;4.54667e+08;1000
0;2;2;2;2.27392e+08;1000;2.2739e+08;1000;2.27392e+08;1000;2.2739e+08;1000;2.27389e+08;1000
0;2;2;3;1.5149e+08;1000;1.51491e+08;1000;1.51488e+08;1000;1.51492e+08;1000;1.51492e+08;1000
0;2;2;4;1.13745e+08;1000;1.13746e+08;1000;1.13746e+08;1000;1.13748e+08;1000;1.13746e+08;1000
0;2;2;5;9.06736e+07;1000;9.06755e+07;1000;9.06717e+07;1000;9.06725e+07;1000;9.06755e+07;1000
0;2;2;6;7.55808e+07;1000;7.558e+07;1000;7.55822e+07;1000;7.55843e+07;1000;7.55797e+07;1000
0;2;2;7;6.494e+07;1000;6.49285e+07;1000;6.49291e+07;1000;6.49278e+07;1000;6.49283e+07;1000
0;2;2;8;5.69307e+07;1000;5.69312e+07;1000;5.6932e+07;1000;5.69325e+07;1000;5.69302e+07;1000
0;2;2;9;5.0288e+07;1000;5.02901e+07;1000;5.02878e+07;1000;5.02907e+07;1000;5.02918e+07;1000
0;2;2;10;4.54086e+07;1000;4.54078e+07;1000;4.54067e+07;1000;4.55835e+07;1000;4.54077e+07;1000
0;2;2;11;4.1412e+07;1000;4.14162e+07;1000;4.14112e+07;1000;4.14118e+07;1000;4.1413e+07;1000
0;2;2;12;3.7856e+07;1000;3.78683e+07;1000;3.78549e+07;1000;3.78565e+07;1000;3.78563e+07;1000
0;2;2;13;3.47462e+07;1000;3.47464e+07;1000;3.47472e+07;1000;3.4747e+07;1000;3.47581e+07;1000
0;2;2;14;3.25325e+07;1000;3.25349e+07;1000;3.25314e+07;1000;3.25304e+07;1000;3.25347e+07;1000
0;2;2;15;3.0313e+07;1000;3.03112e+07;1000;3.03128e+07;1000;3.03155e+07;1000;3.03128e+07;1000
0;2;2;16;2.85262e+07;1000;2.85285e+07;1000;2.85293e+07;1000;2.8527e+07;1000;2.85283e+07;1000
0;2;2;17;2.67722e+07;1000;2.67669e+07;1000;2.67678e+07;1000;2.67686e+07;1000;2.6769e+07;1000
0;2;2;18;2.49954e+07;1000;2.49947e+07;1000;2.49955e+07;1000;2.49974e+07;1000;2.49944e+07;1000
0;2;2;19;2.3667e+07;1000;2.36688e+07;1000;2.36658e+07;1000;2.36677e+07;1000;2.36691e+07;1000
0;2;2;20;2.27714e+07;1000;2.27702e+07;1000;2.27702e+07;1000;2.27715e+07;1000;2.27726e+07;1000
0;2;2;21;2.14422e+07;1000;2.14408e+07;1000;2.14386e+07;1000;2.14371e+07;1000;2.14406e+07;1000
0;2;2;22;2.05539e+07;1000;2.05573e+07;1000;2.05523e+07;1000;2.0552e+07;1000;2.05501e+07;1000
0;2;2;23;1.9687e+07;1000;1.96861e+07;1000;1.96766e+07;1000;1.96744e+07;1000;1.96744e+07;1000
0;2;2;24;1.87787e+07;1000;1.87755e+07;1000;1.87771e+07;1000;1.87746e+07;1000;1.87776e+07;1000
0;2;2;25;1.79021e+07;1000;1.79062e+07;1000;1.79021e+07;1000;1.79027e+07;1000;1.79048e+07;1000
0;2;2;26;1.74536e+07;1000;1.74563e+07;1000;1.74525e+07;1000;1.74536e+07;1000;1.74539e+07;1000
0;2;2;27;1.65656e+07;1000;1.65662e+07;1000;1.65677e+07;1000;1.65666e+07;1000;1.65661e+07;1000
0;2;2;28;1.61187e+07;1000;1.61166e+07;1000;1.61189e+07;1000;1.61186e+07;1000;1.61166e+07;1000
0;2;2;29;1.56792e+07;1000;1.56802e+07;1000;1.56806e+07;1000;1.56795e+07;1000;1.56795e+07;1000
0;2;2;30;1.52334e+07;1000;1.52291e+07;1000;1.52296e+07;1000;1.52301e+07;1000;1.52336e+07;1000
0;2;2;31;1.47875e+07;1000;1.47822e+07;1000;1.47818e+07;1000;1.47805e+07;1000;1.47851e+07;1000
0;2;2;32;1.43443e+07;1000;1.43448e+07;1000;1.43419e+07;1000;1.43474e+07;1000;1.43422e+07;1000
0;2;2;33;2.76538e+07;1000;2.76544e+07;1000;2.76568e+07;1000;2.76574e+07;1000;2.76562e+07;1000
0;2;2;34;2.67582e+07;1000;2.67595e+07;1000;2.676e+07;1000;2.67637e+07;1000;2.67627e+07;1000
0;2;2;35;2.58747e+07;1000;2.58726e+07;1000;2.58758e+07;1000;2.58736e+07;1000;2.58749e+07;1000
0;2;2;36;2.49883e+07;1000;2.49885e+07;1000;2.49877e+07;1000;2.49883e+07;1000;2.49867e+07;1000
0;2;2;37;2.40968e+07;1000;2.41034e+07;1000;2.41e+07;1000;2.40971e+07;1000;2.41013e+07;1000
0;2;2;38;2.32104e+07;1000;2.32112e+07;1000;2.32186e+07;1000;2.32109e+07;1000;2.32117e+07;1000
0;2;2;39;2.32062e+07;1000;2.32045e+07;1000;2.32059e+07;1000;2.3205e+07;1000;2.32005e+07;1000
0;2;2;40;2.23254e+07;1000;2.23256e+07;1000;2.23192e+07;1000;2.2319e+07;1000;2.23227e+07;1000
0;2;2;41;2.14402e+07;1000;2.14386e+07;1000;2.14371e+07;1000;2.14406e+07;1000;2.14411e+07;1000
0;2;2;42;2.14402e+07;1000;2.14333e+07;1000;2.1432e+07;1000;2.14358e+07;1000;2.1432e+07;1000
0;2;2;43;2.05474e+07;1000;2.05464e+07;1000;2.05434e+07;1000;2.05485e+07;1000;2.05482e+07;1000
0;2;2;44;2.05451e+07;1000;2.05435e+07;1000;2.0547e+07;1000;2.05474e+07;1000;2.05446e+07;1000
0;2;2;45;1.96661e+07;1000;1.96592e+07;1000;1.96664e+07;1000;1.96642e+07;1000;1.96611e+07;1000
0;2;2;46;1.96643e+07;1000;1.96634e+07;1000;1.96664e+07;1000;1.96582e+07;1000;1.9668e+07;1000
0;2;2;47;1.8772e+07;1000;1.87674e+07;1000;1.87662e+07;1000;1.87685e+07;1000;1.87704e+07;1000
0;2;2;48;1.8767e+07;1000;1.87658e+07;1000;1.87643e+07;1000;1.87648e+07;1000;1.8768e+07;1000
0;2;2;49;1.78827e+07;1000;1.78834e+07;1000;1.78819e+07;1000;1.788e+07;1000;1.78837e+07;1000
0;2;2;50;1.7888e+07;1000;1.78933e+07;1000;1.78869e+07;1000;1.78912e+07;1000;1.78861e+07;1000
0;2;2;51;1.78917e+07;1000;1.78858e+07;1000;1.78878e+07;1000;1.78898e+07;1000;1.78867e+07;1000
0;2;2;52;1.7003e+07;1000;1.7003e+07;1000;1.69984e+07;1000;1.70018e+07;1000;1.70051e+07;1000
0;2;2;53;1.70051e+07;1000;1.70011e+07;1000;1.70038e+07;1000;1.70058e+07;1000;1.70051e+07;1000
0;2;2;54;1.61118e+07;1000;1.6107e+07;1000;1.61088e+07;1000;1.61117e+07;1000;1.61088e+07;1000
0;2;2;55;1.61109e+07;1000;1.61106e+07;1000;1.6113e+07;1000;1.61085e+07;1000;1.61126e+07;1000
0;2;2;56;1.6113e+07;1000;1.61053e+07;1000;1.6113e+07;1000;1.6109e+07;1000;1.61128e+07;1000
0;2;2;57;1.52269e+07;1000;1.52294e+07;1000;1.52261e+07;1000;1.52269e+07;1000;1.52259e+07;1000
0;2;2;58;1.52222e+07;1000;1.52258e+07;1000;1.52216e+07;1000;1.52205e+07;1000;1.52203e+07;1000
0;2;2;59;1.52298e+07;1000;1.52232e+07;1000;1.5231e+07;1000;1.52307e+07;1000;1.52326e+07;1000
0;2;2;60;1.52224e+07;1000;1.52184e+07;1000;1.52238e+07;1000;1.52197e+07;1000;1.52214e+07;1000
0;2;2;61;1.43406e+07;1000;1.43429e+07;1000;1.43408e+07;1000;1.43397e+07;1000;1.43398e+07;1000
0;2;2;62;1.4336e+07;1000;1.4339e+07;1000;1.43384e+07;1000;1.4337e+07;1000;1.43408e+07;1000
0;2;2;63;1.43336e+07;1000;1.4337e+07;1000;1.43374e+07;1000;1.43381e+07;1000;1.43363e+07;1000
0;2;2;64;1.43438e+07;1000;1.43478e+07;1000;1.43451e+07;1000;1.4348e+07;1000;1.43394e+07;1000
0;2;2;65;2.01083e+07;1000;2.01069e+07;1000;2.01182e+07;1000;2.01075e+07;1000;2.01066e+07;1000
0;2;2;66;2.0109e+07;1000;2.01069e+07;1000;2.01123e+07;1000;2.0108e+07;1000;2.01096e+07;1000
0;2;2;67;2.01085e+07;1000;2.01027e+07;1000;2.0109e+07;1000;2.01048e+07;1000;2.01024e+07;1000
0;2;2;68;2.01162e+07;1000;2.01139e+07;1000;2.01168e+07;1000;2.01126e+07;1000;2.01243e+07;1000
0;2;2;69;1.87787e+07;1000;1.87811e+07;1000;1.87838e+07;1000;1.87771e+07;1000;1.87837e+07;1000
0;2;2;70;1.8777e+07;1000;1.87843e+07;1000;1.87731e+07;1000;1.87805e+07;1000;1.87728e+07;1000
0;2;2;71;1.87797e+07;1000;1.87765e+07;1000;1.87781e+07;1000;1.87784e+07;1000;1.87803e+07;1000
0;2;2;72;1.87755e+07;1000;1.8775e+07;1000;1.87898e+07;1000;1.87781e+07;1000;1.87752e+07;1000
0;2;2;73;1.8797e+07;1000;1.87822e+07;1000;1.87845e+07;1000;1.87942e+07;1000;1.87856e+07;1000
0;2;2;74;1.74523e+07;1000;1.74523e+07;1000;1.7453e+07;1000;1.74538e+07;1000;1.74466e+07;1000
0;2;2;75;1.7455e+07;1000;1.7457e+07;1000;1.74515e+07;1000;1.74533e+07;1000;1.74509e+07;1000
0;2;2;76;1.74539e+07;1000;1.74491e+07;1000;1.74558e+07;1000;1.7449e+07;1000;1.7451e+07;1000
0;2;2;77;1.74534e+07;1000;1.74566e+07;1000;1.74544e+07;1000;1.74518e+07;1000;1.74538e+07;1000
0;2;2;78;1.7455e+07;1000;1.74491e+07;1000;1.7455e+07;1000;1.74518e+07;1000;1.74459e+07;1000
0;2;2;79;1.61147e+07;1000;1.61118e+07;1000;1.61102e+07;1000;1.61126e+07;1000;1.61182e+07;1000
0;2;2;80;1.61154e+07;1000;1.61109e+07;1000;1.61179e+07;1000;1.61133e+07;1000;1.61158e+07;1000
0;2;2;81;1.61243e+07;1000;1.61203e+07;1000;1.61266e+07;1000;1.61186e+07;1000;1.61181e+07;1000
0;2;2;82;1.61205e+07;1000;1.6116e+07;1000;1.61227e+07;1000;1.61232e+07;1000;1.61149e+07;1000
0;2;2;83;1.61184e+07;1000;1.61208e+07;1000;1.61243e+07;1000;1.61187e+07;1000;1.61094e+07;1000
0;2;2;84;1.61096e+07;1000;1.61182e+07;1000;1.61109e+07;1000;1.61184e+07;1000;1.61112e+07;1000
0;2;2;85;1.6115e+07;1000;1.61176e+07;1000;1.61152e+07;1000;1.61171e+07;1000;1.61082e+07;1000
0;2;2;86;1.47782e+07;1000;1.47816e+07;1000;1.47813e+07;1000;1.47886e+07;1000;1.47867e+07;1000
0;2;2;87;1.47829e+07;1000;1.47802e+07;1000;1.47824e+07;1000;1.47843e+07;1000;1.47875e+07;1000
0;2;2;88;1.47826e+07;1000;1.47766e+07;1000;1.47877e+07;1000;1.4784e+07;1000;1.47819e+07;1000
0;2;2;89;1.47885e+07;1000;1.47776e+07;1000;1.47869e+07;1000;1.47886e+07;1000;1.4784e+07;1000
0;2;2;90;1.47818e+07;1000;1.4788e+07;1000;1.47848e+07;1000;1.47941e+07;1000;1.47864e+07;1000
