platform;device;work_size;ms_exec;ms_overhead
0;2;1;1;5.01029e+07;1000;3.27254e+07;1000;3.06786e+07;1000;3.2517e+07;1000;3.05478e+07;1000
0;2;1;2;3.11717e+07;1000;3.19651e+07;1000;3.16802e+07;1000;3.0663e+07;1000;3.04938e+07;1000
0;2;1;3;3.07472e+07;1000;3.12168e+07;1000;3.07789e+07;1000;3.05062e+07;1000;3.05619e+07;1000
0;2;1;4;3.58014e+07;1000;3.40445e+07;1000;3.52166e+07;1000;3.45456e+07;1000;3.46773e+07;1000
0;2;1;5;3.4473e+07;1000;3.03173e+07;1000;3.18571e+07;1000;3.10582e+07;1000;3.0987e+07;1000
0;2;1;6;3.2109e+07;1000;3.08014e+07;1000;3.24186e+07;1000;3.16099e+07;1000;3.08189e+07;1000
0;2;1;7;3.24528e+07;1000;3.08706e+07;1000;3.08022e+07;1000;2.98883e+07;1000;3.06973e+07;1000
0;2;1;8;3.26926e+07;1000;3.1069e+07;1000;3.24707e+07;1000;3.2061e+07;1000;3.44042e+07;1000
0;2;1;9;3.03952e+07;1000;3.23226e+07;1000;3.11187e+07;1000;3.21838e+07;1000;3.11798e+07;1000
0;2;1;10;3.14162e+07;1000;3.21053e+07;1000;3.0932e+07;1000;3.15862e+07;1000;3.12262e+07;1000
0;2;1;11;3.16446e+07;1000;3.07733e+07;1000;3.18709e+07;1000;3.16216e+07;1000;3.1312e+07;1000
0;2;1;12;3.00152e+07;1000;3.12422e+07;1000;3.14806e+07;1000;3.09208e+07;1000;3.078e+07;1000
0;2;1;13;3.17314e+07;1000;3.17667e+07;1000;3.04965e+07;1000;2.99864e+07;1000;3.12093e+07;1000
0;2;1;14;3.11096e+07;1000;3.30117e+07;1000;3.11547e+07;1000;3.06621e+07;1000;3.22301e+07;1000
0;2;1;15;3.24688e+07;1000;3.04349e+07;1000;3.20331e+07;1000;3.1721e+07;1000;3.03106e+07;1000
0;2;1;16;3.1355e+07;1000;3.13139e+07;1000;3.07288e+07;1000;3.0973e+07;1000;3.1788e+07;1000
0;2;1;17;3.05826e+07;1000;3.15838e+07;1000;3.12659e+07;1000;3.17816e+07;1000;3.19707e+07;1000
0;2;1;18;2.98603e+07;1000;3.12187e+07;1000;3.04955e+07;1000;3.02954e+07;1000;3.09115e+07;1000
0;2;1;19;3.04501e+07;1000;3.1077e+07;1000;3.19656e+07;1000;2.99765e+07;1000;3.14638e+07;1000
0;2;1;20;3.08883e+07;1000;3.22451e+07;1000;3.10942e+07;1000;3.30056e+07;1000;3.45912e+07;1000
0;2;1;21;2.98981e+07;1000;3.14618e+07;1000;2.9807e+07;1000;3.15179e+07;1000;3.1941e+07;1000
0;2;1;22;3.09891e+07;1000;3.2087e+07;1000;3.00051e+07;1000;3.0956e+07;1000;3.06232e+07;1000
0;2;1;23;3.22994e+07;1000;3.18848e+07;1000;3.1232e+07;1000;3.08749e+07;1000;3.03309e+07;1000
0;2;1;24;3.09094e+07;1000;3.03971e+07;1000;3.10747e+07;1000;3.05054e+07;1000;3.15757e+07;1000
0;2;1;25;2.96621e+07;1000;3.10702e+07;1000;2.9648e+07;1000;3.07792e+07;1000;3.06554e+07;1000
0;2;1;26;3.09136e+07;1000;3.02638e+07;1000;2.98386e+07;1000;3.12002e+07;1000;3.33046e+07;1000
0;2;1;27;3.13546e+07;1000;3.02518e+07;1000;2.93298e+07;1000;3.02483e+07;1000;3.0121e+07;1000
0;2;1;28;3.15016e+07;1000;3.00726e+07;1000;3.18851e+07;1000;3.00563e+07;1000;3.00683e+07;1000
0;2;1;29;2.96643e+07;1000;3.09723e+07;1000;3.09054e+07;1000;3.06136e+07;1000;3.0813e+07;1000
0;2;1;30;3.0909e+07;1000;3.09387e+07;1000;3.20246e+07;1000;3.12253e+07;1000;3.24926e+07;1000
0;2;1;31;3.10373e+07;1000;3.27211e+07;1000;3.15984e+07;1000;3.11187e+07;1000;3.11966e+07;1000
0;2;1;32;3.0605e+07;1000;3.17646e+07;1000;3.01851e+07;1000;3.30698e+07;1000;3.13947e+07;1000
0;2;1;33;3.1733e+07;1000;3.2515e+07;1000;3.13786e+07;1000;3.18594e+07;1000;3.26146e+07;1000
0;2;1;34;3.14478e+07;1000;3.0333e+07;1000;3.03675e+07;1000;2.99587e+07;1000;3.09323e+07;1000
